reviewid,orderid,productid,userid,rating,reviewtext,reviewdate
8613,3942,669,2866,5,"""Excellent product; will buy again.""",14/02/2024 23:15
26857,12354,1850,286,4,Color was different from images.,21/03/2024 8:27
9104,4175,1321,3481,5,"""Not as expected; quality is poor.""",20/07/2025 18:00
39098,17921,201,6755,5,Color was different from images.,3/07/2024 17:00
18145,8387,332,508,5,Item arrived damaged.,16/10/2024 12:04
33292,15289,1515,6879,5,Fast shipping and good packaging.,31/07/2025 23:36
29940,13760,1050,794,4,Item arrived damaged.,18/05/2025 3:54
41253,18924,502,5105,3,Highly recommend this brand.,6/01/2025 6:38
19312,8931,1082,9054,2,Item arrived damaged.,20/07/2025 22:21
32830,15068,1304,1585,3,Item arrived damaged.,26/07/2024 1:33
15204,7004,75,5916,1,Decent product for the price.,1/09/2024 10:51
25708,11854,825,6383,3,Value for money.,1/06/2025 1:22
27570,12676,1692,5135,5,Fast shipping and good packaging.,7/01/2024 0:29
462,207,222,6406,4,Decent product for the price.,8/01/2024 12:47
293,130,373,4647,3,Fast shipping and good packaging.,2/04/2025 1:46
21272,9828,439,496,5,Fast shipping and good packaging.,3/03/2025 4:56
26357,12147,392,3999,2,Customer service was helpful.,8/03/2025 6:52
23059,10639,1371,706,4,Works perfectly!,21/07/2025 18:21
1467,661,1171,3449,5,"""Excellent product; will buy again.""",21/04/2025 21:23
35383,16252,1042,7329,5,"""Not as expected; quality is poor.""",9/04/2025 10:19
10691,4917,733,8626,4,Customer service was helpful.,9/08/2024 14:53
26942,12395,820,4708,5,Decent product for the price.,19/07/2025 22:42
20634,9543,908,5733,5,Decent product for the price.,28/05/2024 17:56
753,336,911,2963,5,"""Not as expected; quality is poor.""",25/06/2024 4:59
32407,14886,525,7673,2,Color was different from images.,18/09/2025 1:38
38772,17771,1454,1755,3,"""Excellent product; will buy again.""",16/07/2024 1:38
14740,6796,428,5564,5,Customer service was helpful.,8/06/2024 10:09
35423,16267,1628,7514,3,Item arrived damaged.,15/06/2024 12:23
4415,2013,274,6339,3,Customer service was helpful.,10/10/2024 23:41
8385,3836,1339,5689,5,Fast shipping and good packaging.,4/01/2024 11:20
20675,9558,627,7870,2,"""Excellent product; will buy again.""",14/05/2024 21:36
26465,12196,1799,1170,2,Fast shipping and good packaging.,8/11/2024 10:10
8778,4018,1578,7086,5,Color was different from images.,17/11/2024 14:36
18570,8576,31,6075,5,Highly recommend this brand.,19/04/2024 9:55
21780,10057,1534,3542,3,Item arrived damaged.,6/10/2025 16:52
6426,2900,1318,2788,2,Highly recommend this brand.,24/11/2024 1:24
9107,4176,638,6891,4,"""Not as expected; quality is poor.""",22/10/2024 7:17
16257,7512,754,4228,3,Highly recommend this brand.,6/02/2025 2:41
26959,12404,1144,4567,2,Works perfectly!,11/02/2024 13:54
5112,2330,638,233,3,"""Excellent product; will buy again.""",9/02/2025 16:25
39804,18255,1787,4501,4,Customer service was helpful.,15/03/2025 3:23
6386,2885,882,5507,5,Value for money.,25/01/2024 12:16
32133,14755,936,5289,4,Customer service was helpful.,16/05/2025 20:57
1423,639,1009,8489,3,Decent product for the price.,28/08/2025 8:55
28500,13112,334,7785,3,Value for money.,26/06/2024 0:28
3801,1720,823,4687,2,Fast shipping and good packaging.,12/05/2025 2:39
11598,5337,57,6400,4,Decent product for the price.,21/02/2025 8:21
37043,16999,1746,2921,3,Works perfectly!,29/06/2025 16:20
35956,16514,1116,1077,3,Fast shipping and good packaging.,14/05/2025 11:01
11077,5098,1279,5128,3,Highly recommend this brand.,20/05/2024 6:30
22981,10604,1047,2868,5,"""Excellent product; will buy again.""",1/07/2025 8:10
14287,6575,271,8978,3,Works perfectly!,21/09/2025 19:53
12135,5577,1031,3901,5,Value for money.,29/09/2024 20:02
26730,12301,629,8615,2,"""Not as expected; quality is poor.""",24/11/2024 12:39
27436,12621,130,7430,5,"""Excellent product; will buy again.""",10/10/2025 6:45
37049,17001,75,3005,4,Highly recommend this brand.,27/06/2024 9:07
2727,1254,1555,3147,4,Value for money.,7/06/2024 17:16
20200,9333,1539,8957,3,Decent product for the price.,25/02/2024 11:46
4687,2132,322,8534,5,Fast shipping and good packaging.,2/09/2024 19:20
42268,19406,987,2128,4,Item arrived damaged.,27/03/2025 8:43
21709,10022,1535,3716,4,"""Not as expected; quality is poor.""",2/11/2024 18:44
15803,7297,1283,8022,4,Customer service was helpful.,14/01/2024 19:51
18238,8427,1330,5499,3,Item arrived damaged.,15/01/2025 19:19
1878,862,1686,6282,5,Item arrived damaged.,19/06/2025 15:47
35883,16485,1150,3509,2,Decent product for the price.,27/10/2024 3:14
42671,19605,987,401,4,Highly recommend this brand.,29/04/2025 16:04
10345,4759,1075,3165,5,Fast shipping and good packaging.,3/11/2024 11:00
12655,5810,1543,4061,5,Highly recommend this brand.,16/03/2025 22:14
19778,9143,626,9722,4,Color was different from images.,3/09/2025 21:48
18554,8568,365,5616,3,"""Excellent product; will buy again.""",7/07/2024 1:18
33746,15498,1380,1655,4,"""Not as expected; quality is poor.""",18/07/2024 19:03
8910,4078,1644,8684,5,Decent product for the price.,20/06/2024 21:41
37321,17128,695,751,4,Fast shipping and good packaging.,16/11/2024 16:46
13560,6240,29,6830,2,Color was different from images.,13/04/2025 6:07
3019,1374,1513,3361,5,Customer service was helpful.,15/06/2025 7:30
21639,9989,324,6287,5,Item arrived damaged.,29/03/2024 17:39
18382,8491,1327,1380,4,Highly recommend this brand.,10/06/2024 20:22
10603,4879,1623,6078,1,"""Not as expected; quality is poor.""",2/04/2025 22:26
344,156,568,4571,3,Customer service was helpful.,11/05/2025 12:51
8377,3833,727,3617,5,Color was different from images.,9/02/2024 19:41
9711,4467,1714,1214,3,Works perfectly!,16/08/2024 14:14
29159,13415,1777,7039,5,Decent product for the price.,13/11/2024 6:53
28075,12909,1483,1135,4,Fast shipping and good packaging.,28/10/2025 4:52
13703,6308,988,3770,2,Customer service was helpful.,30/08/2024 1:50
1344,608,943,1359,3,Highly recommend this brand.,3/04/2024 1:08
2707,1247,1690,1287,5,Color was different from images.,22/02/2024 4:03
25007,11543,825,8774,3,"""Excellent product; will buy again.""",24/05/2025 23:19
5309,2415,1323,2736,3,Value for money.,23/08/2024 12:55
16616,7673,1149,5481,4,"""Excellent product; will buy again.""",11/05/2025 2:59
1649,754,1392,6386,4,Fast shipping and good packaging.,23/08/2025 11:43
921,413,496,2090,4,Highly recommend this brand.,19/06/2024 5:26
22940,10585,957,3906,3,Value for money.,22/08/2024 3:36
25957,11964,93,1785,2,Works perfectly!,14/12/2024 15:45
11196,5159,781,5136,4,Item arrived damaged.,5/10/2024 20:10
7994,3657,389,7844,4,"""Not as expected; quality is poor.""",4/10/2025 9:24
20217,9341,120,9923,3,Decent product for the price.,11/12/2024 2:05
33587,15431,1248,3787,3,Item arrived damaged.,7/11/2025 6:59
42630,19585,1125,6718,5,"""Excellent product; will buy again.""",29/04/2025 14:12
31736,14568,1155,1897,3,"""Not as expected; quality is poor.""",27/09/2025 13:24
19463,9001,1492,3669,4,Highly recommend this brand.,20/09/2024 4:44
43080,19808,1592,9948,5,Customer service was helpful.,1/06/2024 11:19
21025,9714,1252,2428,4,Fast shipping and good packaging.,2/10/2024 16:40
20471,9461,588,5209,4,Highly recommend this brand.,1/08/2025 4:36
32554,14945,689,7254,2,Customer service was helpful.,22/05/2025 6:35
11437,5265,1291,4008,3,Highly recommend this brand.,21/03/2024 10:19
15974,7375,665,6167,5,Item arrived damaged.,29/05/2024 12:31
6374,2881,761,4139,4,"""Excellent product; will buy again.""",26/01/2024 0:40
39667,18190,469,6361,5,"""Excellent product; will buy again.""",21/04/2024 14:51
36269,16659,286,6022,4,Customer service was helpful.,28/01/2025 8:14
29463,13543,160,6,3,Highly recommend this brand.,20/09/2025 23:57
39831,18271,1366,9924,5,Decent product for the price.,11/10/2025 8:30
8626,3948,1763,8449,5,Fast shipping and good packaging.,31/03/2024 6:13
28798,13245,1420,7391,5,Works perfectly!,15/01/2024 10:16
22635,10451,926,3266,5,"""Not as expected; quality is poor.""",8/07/2024 14:33
15121,6968,1761,1335,2,Highly recommend this brand.,5/05/2025 8:22
37884,17381,1499,6659,4,Item arrived damaged.,26/01/2025 18:10
39738,18224,282,4222,3,Value for money.,4/01/2024 20:25
4935,2252,295,3388,4,"""Excellent product; will buy again.""",28/02/2024 6:44
29307,13473,1141,9180,5,Color was different from images.,14/07/2025 15:54
35968,16521,48,5902,4,Highly recommend this brand.,5/10/2024 21:06
10246,4716,138,6504,3,Decent product for the price.,16/04/2024 5:19
38012,17433,930,5622,1,Highly recommend this brand.,17/10/2025 8:28
35265,16195,1018,4744,4,Decent product for the price.,9/03/2025 14:53
30420,13973,1915,4206,5,Highly recommend this brand.,11/02/2024 12:03
1085,487,435,3145,5,Customer service was helpful.,27/10/2025 7:59
6267,2834,1913,2497,5,Customer service was helpful.,3/10/2024 13:48
8413,3848,947,6764,4,Fast shipping and good packaging.,26/05/2025 10:14
4624,2103,1235,9953,4,Value for money.,27/06/2024 14:12
22850,10550,400,190,3,Works perfectly!,19/09/2025 12:00
4773,2169,294,6559,5,Decent product for the price.,17/05/2025 21:17
26368,12152,260,9295,5,Item arrived damaged.,22/09/2024 10:35
40179,18421,971,82,3,"""Excellent product; will buy again.""",11/09/2025 10:20
32394,14878,747,3257,2,Fast shipping and good packaging.,28/01/2025 7:41
33740,15497,451,2920,4,Fast shipping and good packaging.,19/09/2025 12:11
41560,19064,1635,6176,3,Color was different from images.,30/07/2025 6:13
1482,669,1886,3718,3,Item arrived damaged.,21/02/2025 11:53
43313,19910,1235,1565,3,Highly recommend this brand.,8/06/2024 19:48
22214,10265,846,1566,3,Item arrived damaged.,19/06/2024 20:53
36120,16589,560,8809,4,Highly recommend this brand.,9/07/2024 2:27
29942,13760,277,794,3,Works perfectly!,28/04/2024 5:36
20881,9648,734,3831,3,Value for money.,14/05/2025 11:27
41591,19078,596,3550,4,"""Not as expected; quality is poor.""",1/11/2024 9:36
29978,13779,1905,2456,4,Customer service was helpful.,16/04/2025 18:09
4930,2250,1531,7871,3,Customer service was helpful.,18/08/2024 16:24
26399,12164,300,284,2,Works perfectly!,2/07/2025 8:12
26737,12305,1994,6274,4,Value for money.,7/01/2025 11:59
683,303,1294,8037,3,"""Not as expected; quality is poor.""",17/03/2025 17:10
26605,12251,63,6985,5,Works perfectly!,21/05/2024 13:13
33434,15354,1831,2695,4,Works perfectly!,4/06/2024 20:33
8842,4045,484,56,5,Value for money.,25/07/2024 23:56
37,15,1687,3336,4,Fast shipping and good packaging.,27/12/2024 10:30
37170,17063,731,8540,4,Customer service was helpful.,3/10/2024 3:32
16752,7739,91,8635,2,"""Excellent product; will buy again.""",19/01/2024 13:38
25021,11551,1187,2601,2,Highly recommend this brand.,10/10/2024 14:08
11313,5207,1355,9825,4,Customer service was helpful.,27/01/2025 5:36
33509,15389,1689,7503,2,"""Excellent product; will buy again.""",27/05/2024 14:14
36756,16865,1890,4321,3,Customer service was helpful.,13/08/2024 3:12
34251,15720,1515,6979,4,"""Excellent product; will buy again.""",3/09/2025 2:02
21424,9899,1644,6302,3,"""Excellent product; will buy again.""",13/04/2025 16:48
43473,19982,1034,2640,3,"""Not as expected; quality is poor.""",2/01/2025 13:00
7428,3382,848,7742,5,Highly recommend this brand.,13/03/2024 5:12
26760,12316,328,3971,3,Value for money.,3/10/2025 6:17
10886,5010,1037,8223,2,Decent product for the price.,25/01/2025 1:06
6804,3080,236,1311,3,"""Not as expected; quality is poor.""",26/04/2024 15:30
42568,19556,708,965,4,Works perfectly!,13/03/2025 7:36
2827,1297,279,1933,2,Highly recommend this brand.,4/02/2024 6:07
10258,4722,1119,9207,4,"""Excellent product; will buy again.""",11/11/2025 8:44
21297,9843,56,2130,3,Decent product for the price.,6/07/2025 16:58
1434,643,1648,5384,3,"""Not as expected; quality is poor.""",6/11/2024 13:39
25223,11644,1858,1052,3,Item arrived damaged.,24/01/2024 7:43
15481,7137,1791,202,2,Value for money.,5/10/2024 22:13
41767,19163,1818,2313,2,Highly recommend this brand.,29/02/2024 10:30
28918,13304,1345,8152,5,Highly recommend this brand.,21/12/2024 18:16
36390,16714,1568,1115,3,Decent product for the price.,7/11/2025 5:40
1997,921,1474,5929,5,Color was different from images.,6/09/2024 1:45
16607,7669,1374,5963,5,Customer service was helpful.,20/03/2024 18:31
13148,6040,123,9806,4,Color was different from images.,13/09/2024 18:15
11074,5097,1679,8824,3,Fast shipping and good packaging.,16/01/2025 10:22
26714,12296,1920,664,4,Color was different from images.,18/02/2024 20:16
41263,18928,216,1272,3,"""Not as expected; quality is poor.""",29/06/2024 9:48
10359,4764,879,1788,4,Value for money.,17/07/2025 3:13
36026,16548,6,4668,4,Fast shipping and good packaging.,3/02/2024 17:16
38919,17836,547,2711,3,Decent product for the price.,22/04/2025 8:56
16223,7500,210,5040,3,Fast shipping and good packaging.,28/08/2025 14:20
3052,1389,1228,1947,5,Works perfectly!,5/04/2024 2:48
30704,14100,1275,6304,3,Highly recommend this brand.,11/01/2025 11:09
31949,14675,749,2047,5,Item arrived damaged.,11/01/2024 4:55
39559,18137,1626,8737,4,Color was different from images.,30/07/2024 19:55
15710,7252,847,1808,4,"""Not as expected; quality is poor.""",15/08/2024 0:38
39057,17901,1246,6795,4,"""Excellent product; will buy again.""",2/05/2025 17:22
40392,18514,758,8874,5,Fast shipping and good packaging.,11/03/2025 18:23
14949,6884,110,2289,3,Works perfectly!,6/07/2024 20:13
17528,8095,1348,784,3,Customer service was helpful.,3/08/2025 9:16
37741,17315,1043,5336,3,Decent product for the price.,11/07/2024 22:35
2455,1131,245,7704,5,Color was different from images.,13/02/2025 23:33
39058,17901,1429,6795,3,Value for money.,9/07/2025 14:07
28282,13004,53,1385,5,Customer service was helpful.,26/05/2025 12:21
32324,14846,1260,8359,2,Highly recommend this brand.,20/04/2024 15:27
30624,14067,1032,1091,4,"""Not as expected; quality is poor.""",25/11/2024 9:17
42324,19432,1493,188,4,Decent product for the price.,9/06/2024 23:08
8362,3828,264,4562,3,Color was different from images.,12/02/2025 10:31
17246,7963,1894,4737,5,Color was different from images.,5/04/2025 8:09
641,286,1176,8461,2,Color was different from images.,15/03/2025 13:59
32526,14933,639,4335,5,Value for money.,4/06/2025 2:22
13188,6060,1886,7780,5,Works perfectly!,8/09/2025 16:33
10876,5005,401,9771,2,Color was different from images.,8/08/2025 16:07
6066,2743,794,4029,3,Item arrived damaged.,13/03/2024 1:36
307,138,929,6921,3,Value for money.,26/04/2025 13:45
16747,7737,1647,4613,4,Fast shipping and good packaging.,28/04/2024 5:43
37488,17210,188,7440,3,Works perfectly!,28/01/2024 23:27
37004,16982,215,5850,5,Fast shipping and good packaging.,13/10/2024 8:24
13575,6249,1358,8392,2,Highly recommend this brand.,15/07/2024 5:04
15504,7150,1084,3553,5,"""Not as expected; quality is poor.""",28/12/2024 22:17
32041,14714,1421,7874,2,Works perfectly!,16/05/2025 6:30
9898,4540,830,6895,4,"""Excellent product; will buy again.""",29/12/2024 23:33
17119,7908,604,6777,5,Value for money.,23/09/2025 2:53
5253,2387,560,6808,5,Value for money.,12/05/2024 17:19
31127,14300,1639,7148,3,Item arrived damaged.,20/01/2025 5:32
29880,13730,1344,9730,4,Item arrived damaged.,5/05/2025 7:54
17290,7984,1193,2126,4,Highly recommend this brand.,23/03/2025 12:27
40366,18502,70,1194,5,Customer service was helpful.,23/06/2024 0:40
6146,2781,989,8283,5,Works perfectly!,30/04/2025 22:50
19009,8772,1794,3480,5,"""Excellent product; will buy again.""",20/01/2025 19:47
37055,17004,603,6851,2,"""Excellent product; will buy again.""",12/03/2024 8:38
5238,2379,1752,1733,2,Customer service was helpful.,12/04/2025 3:42
28394,13057,1081,8644,3,Decent product for the price.,20/09/2025 20:57
4565,2080,597,4033,4,Item arrived damaged.,8/07/2025 17:00
29963,13771,1087,9300,4,"""Excellent product; will buy again.""",28/07/2024 17:53
15802,7297,962,8022,4,Highly recommend this brand.,1/03/2024 13:08
22514,10396,1009,2877,4,Fast shipping and good packaging.,29/01/2025 8:50
21013,9708,1933,4438,3,Highly recommend this brand.,20/05/2024 19:50
4094,1866,609,1385,3,"""Not as expected; quality is poor.""",23/07/2025 23:09
28056,12903,1311,5702,5,"""Excellent product; will buy again.""",19/04/2025 2:27
18943,8744,1361,7601,5,Works perfectly!,30/12/2024 18:39
2991,1365,300,4066,2,Highly recommend this brand.,20/04/2025 22:35
23966,11057,1917,7103,5,Color was different from images.,2/12/2024 13:09
41984,19263,1498,4134,1,"""Excellent product; will buy again.""",29/07/2024 16:53
33948,15586,386,1303,5,"""Not as expected; quality is poor.""",25/11/2024 13:49
13986,6437,788,5909,2,"""Not as expected; quality is poor.""",18/08/2024 14:05
8508,3890,497,6787,3,Customer service was helpful.,9/08/2025 9:50
17338,8007,1083,6659,3,Customer service was helpful.,28/05/2024 16:57
18082,8362,704,3681,3,Customer service was helpful.,7/04/2024 10:38
11143,5130,399,9880,3,Customer service was helpful.,29/03/2025 19:26
37770,17327,1832,77,4,Decent product for the price.,21/12/2024 19:03
4790,2179,393,9725,4,Highly recommend this brand.,3/07/2025 18:22
25335,11689,189,7557,4,Value for money.,24/10/2024 0:27
9228,4234,317,934,4,Fast shipping and good packaging.,8/06/2025 14:49
20721,9577,1386,6781,3,Item arrived damaged.,13/04/2025 3:00
29460,13541,1873,4337,5,Color was different from images.,1/11/2025 13:41
29631,13615,1513,8674,4,Value for money.,9/02/2024 4:26
15227,7015,920,6237,5,Color was different from images.,14/11/2025 11:40
