eventid,userid,productid,eventtype,eventtime
76142,7356,92,view,9/04/2024
49639,5453,256,cart,31/07/2024
924,4459,469,wishlist,18/09/2024
6456,9701,992,view,24/10/2025
29245,487,833,view,2/03/2025
59535,7327,512,view,5/04/2025
24440,4506,891,cart,28/06/2024
73898,6884,1726,cart,19/05/2025
55713,5343,1798,view,18/04/2024
58244,7934,1634,view,14/05/2024
61807,5707,1808,view,13/07/2024
65291,3313,25,view,7/01/2025
70886,8257,1218,view,17/02/2024
77033,4437,1863,cart,4/12/2024
17909,2372,276,purchase,24/03/2024
30623,2408,183,view,6/10/2024
50655,4027,1401,view,6/04/2024
75279,6147,83,view,3/11/2024
19265,3119,771,cart,5/08/2024
55543,9954,457,cart,3/08/2025
76341,4363,1334,cart,16/01/2024
56596,7898,1774,wishlist,29/06/2025
70070,6050,1335,wishlist,2/10/2025
5133,6413,1775,view,16/04/2025
46195,8321,597,view,25/08/2025
53469,8290,1664,view,27/04/2025
8900,992,244,view,27/02/2025
8924,3863,1299,view,23/07/2025
13451,9375,1393,view,27/07/2024
30416,7262,1319,view,9/08/2025
37637,202,303,view,19/01/2024
67039,4258,942,view,16/06/2025
77157,8757,135,wishlist,11/05/2025
51125,7647,838,view,3/01/2025
76721,6417,974,view,21/09/2024
31347,7769,1881,wishlist,28/08/2025
53380,1026,326,wishlist,11/05/2024
42910,1112,1193,view,1/10/2024
10481,5790,665,view,18/07/2025
31734,4505,1932,view,26/07/2024
41939,286,549,view,22/02/2024
71282,6106,1502,view,27/01/2024
71973,6419,1564,view,8/06/2025
74438,3453,257,cart,14/11/2025
60159,1837,1504,wishlist,14/10/2024
2930,2541,1984,view,2/11/2025
32299,2788,1506,view,30/08/2024
38631,7329,1014,view,19/01/2025
48819,4018,1491,view,8/11/2025
55482,2746,1249,view,1/05/2024
16581,1211,1728,cart,27/08/2024
40863,7492,347,view,5/04/2025
62391,7929,1942,view,6/07/2025
67691,7918,1148,view,5/01/2025
16602,9700,490,cart,19/01/2025
9170,2685,674,wishlist,30/08/2025
12935,4701,1193,view,10/11/2024
24145,4662,346,view,27/06/2025
32072,8645,1597,view,25/02/2025
41651,1198,115,view,27/06/2025
48229,343,1216,view,4/07/2024
57307,4719,1864,cart,11/02/2024
2298,5638,687,wishlist,20/03/2024
32576,37,669,view,8/07/2025
42911,6556,1338,view,25/07/2025
45274,2163,63,view,29/10/2025
63168,3033,1613,view,24/08/2025
64584,2022,1526,view,20/06/2024
73885,419,763,view,25/09/2025
7458,3584,1301,cart,1/09/2024
31793,5708,597,purchase,15/07/2024
66560,8536,1814,view,25/09/2024
73129,4438,1123,view,22/01/2025
6266,3674,1328,wishlist,15/11/2024
21397,3498,1220,wishlist,4/01/2025
2929,2413,418,view,6/06/2024
29416,2367,1457,view,18/08/2025
29910,4849,1815,view,19/08/2025
56352,4888,1312,view,2/07/2024
73473,542,957,view,5/01/2025
34938,8253,1611,wishlist,29/07/2025
54876,4452,1541,view,21/11/2024
70147,4641,1839,view,21/08/2024
78624,744,736,view,7/07/2024
90,5069,1761,cart,11/07/2024
45362,9490,1056,cart,29/05/2024
24856,3193,1448,wishlist,27/08/2024
51654,2476,803,view,16/01/2024
64855,2166,1278,cart,25/07/2024
20132,7525,1111,wishlist,13/05/2024
1245,1103,1795,view,29/05/2025
14466,8492,315,view,26/05/2025
15705,2406,1678,view,20/04/2024
37880,5321,542,view,5/03/2024
42791,4900,1375,view,9/05/2025
49352,1298,1552,view,30/07/2025
41884,7540,652,cart,31/01/2025
1038,90,1083,view,19/07/2024
3373,4251,293,view,15/09/2025
77184,3945,1069,view,27/05/2024
43978,7833,154,cart,15/09/2025
63202,2851,1854,cart,30/07/2024
37074,4747,820,view,6/01/2024
49150,4062,28,view,15/03/2024
68209,4957,1091,view,14/06/2025
79324,294,75,view,15/06/2024
6321,9102,400,cart,18/12/2024
57357,7263,1164,cart,5/08/2025
76203,7096,1987,cart,6/03/2025
7171,9186,1410,wishlist,8/10/2025
5627,3990,1352,view,30/10/2025
15718,2460,1099,view,20/01/2025
38171,1778,1416,view,12/11/2025
50157,5100,1886,view,11/12/2024
77519,6398,265,view,7/08/2025
11787,8820,235,view,31/03/2025
21521,346,447,view,29/09/2024
28340,6332,872,view,2/03/2024
32522,966,1530,view,20/02/2025
55292,8264,833,view,1/04/2024
70434,9272,1506,view,9/03/2025
72423,7995,1026,view,23/01/2024
74031,1702,1727,cart,21/06/2025
42411,5000,909,view,21/05/2024
72896,4168,1296,view,27/07/2024
75738,9193,1127,view,15/07/2025
63523,8729,1813,cart,27/07/2025
65102,6006,539,cart,9/09/2024
67444,4918,493,cart,22/02/2025
39492,1599,763,wishlist,8/03/2024
29975,1813,1928,purchase,26/09/2025
20912,6673,479,view,19/08/2025
37266,5579,1235,view,15/05/2024
49866,8802,216,view,21/02/2024
59892,1876,1437,view,7/09/2024
61842,6921,1674,view,4/08/2024
62233,6389,676,view,7/02/2025
78584,8159,1909,view,23/11/2024
45018,9921,1193,cart,25/09/2024
65531,9142,1844,purchase,17/09/2024
31265,4309,1797,view,10/12/2024
75651,663,1247,view,25/09/2025
14262,4594,703,view,14/09/2025
19672,2871,689,view,25/09/2024
30501,6495,724,view,13/03/2025
33691,1291,954,view,26/08/2025
40286,8836,641,view,27/05/2025
79534,3422,1496,view,3/05/2025
6322,3369,507,cart,21/01/2025
13971,8889,1069,cart,18/12/2024
3202,4139,1190,view,16/09/2024
8227,8156,560,view,29/08/2025
9300,257,1045,view,18/10/2024
13523,8959,1811,view,19/11/2024
16178,2754,1944,view,17/08/2024
32734,1313,20,view,23/02/2024
77963,4737,1845,view,1/04/2025
66522,9333,1122,wishlist,19/02/2024
2900,6184,687,view,19/07/2025
43687,7266,1022,view,3/12/2024
64121,6606,959,view,2/08/2024
13792,7338,1384,view,25/09/2025
28988,3814,1863,view,5/08/2024
43020,8146,232,view,16/06/2025
13207,913,1090,cart,5/09/2025
24230,9660,356,view,11/06/2024
50171,7203,440,view,21/08/2025
62288,9030,832,view,4/11/2024
63746,3682,1522,view,5/11/2025
70381,3878,715,view,24/09/2025
79845,2461,57,view,5/11/2025
61306,5390,1861,cart,27/02/2024
49204,6523,1427,cart,10/07/2024
58079,6946,1136,cart,19/11/2024
45471,3241,1188,view,1/12/2024
48824,7489,1456,view,16/12/2024
51181,3733,7,view,26/04/2025
67193,9615,846,view,22/05/2025
31582,4917,1039,purchase,18/01/2024
70268,1589,1759,purchase,25/03/2024
29572,8950,1307,view,30/06/2024
64778,2237,1341,view,25/08/2024
73217,2561,1402,view,24/04/2025
60910,1235,1894,cart,21/10/2025
45508,808,1949,view,1/11/2024
60831,6316,1305,view,29/06/2025
67752,3053,1601,view,12/02/2025
14033,2951,1241,cart,1/11/2024
25727,1037,682,cart,13/10/2025
74700,8538,805,cart,2/03/2024
14923,374,1213,view,4/01/2025
31054,5126,13,view,23/02/2024
43084,6140,1021,view,1/01/2024
47555,3513,1544,view,20/06/2025
66176,7533,1644,view,30/01/2024
8640,3984,1217,view,3/11/2025
46566,5717,425,view,12/07/2025
63488,6816,1002,view,16/12/2024
75118,4987,1882,view,2/09/2025
23491,8222,1838,wishlist,6/05/2024
8271,6700,1614,view,21/10/2025
57223,584,1768,view,8/12/2024
68672,1468,1164,view,30/01/2024
70,4411,1869,view,13/01/2024
3734,1484,727,view,19/07/2024
5041,2755,1149,view,11/11/2025
14402,7636,1249,view,4/02/2024
26771,7287,336,view,28/08/2024
66375,6438,599,view,22/07/2024
5135,1104,1712,wishlist,15/10/2024
47997,3719,397,view,19/01/2025
62399,351,740,cart,31/07/2025
73105,177,1633,wishlist,17/10/2024
8433,6725,1317,purchase,27/06/2024
18934,5487,846,view,30/05/2024
72207,7997,1785,view,9/03/2025
48981,6828,1782,cart,25/07/2024
52149,7186,1471,cart,14/03/2025
7940,9015,474,view,4/05/2024
10206,4603,866,view,4/03/2025
17325,8587,1180,view,18/02/2025
68114,5666,1202,view,4/10/2024
72389,5700,1571,view,19/09/2024
30195,9454,994,view,17/03/2025
32851,1006,1000,cart,17/05/2024
5553,2705,1880,view,25/02/2025
28889,2384,822,view,26/02/2025
32969,3855,1121,view,26/03/2024
58515,3595,1674,view,16/12/2024
60825,1539,19,view,28/10/2025
64478,7513,953,view,9/06/2025
65721,7561,381,view,2/01/2024
75463,2443,1518,cart,18/10/2024
14624,400,718,wishlist,12/09/2025
37555,837,657,view,11/11/2025
41985,7427,1588,view,17/02/2025
75299,638,428,view,9/10/2024
12558,3647,991,wishlist,29/09/2025
8777,8778,1512,view,31/08/2025
23154,5786,1808,view,7/10/2025
40723,5238,1625,view,19/05/2024
64361,8904,1310,view,7/06/2025
74373,2382,1331,view,9/03/2025
60087,4835,1253,cart,27/01/2024
5812,8038,1664,view,19/04/2024
19475,3204,1804,view,7/01/2024
27013,2581,1929,cart,9/12/2024
3595,7084,245,view,17/08/2025
22820,8733,1269,view,18/12/2024
41854,9147,1243,view,3/05/2025
59711,9055,959,view,25/07/2025
70983,9195,1997,view,31/08/2025
43387,9042,1819,cart,4/07/2024
50492,6490,1084,wishlist,26/06/2024
20431,402,462,view,30/09/2024
42544,6610,1410,view,9/02/2024
68414,1187,225,view,15/08/2025
79250,2268,351,view,18/06/2024
9422,9089,604,cart,29/08/2025
23,7699,1054,view,17/04/2025
40540,4626,1441,view,21/01/2024
19465,9734,743,wishlist,26/01/2025
55675,1334,1856,purchase,7/01/2025
2308,7862,1726,view,9/05/2025
18892,6039,1204,view,4/06/2025
38794,2992,1915,view,30/12/2024
39460,6717,1868,view,20/07/2024
62379,9875,1318,view,16/09/2025
62945,7155,1211,view,11/10/2024
79727,6355,440,view,21/06/2025
62467,1285,574,cart,26/05/2024
35817,9956,310,purchase,11/04/2024
350,6091,277,view,9/02/2024
28915,7370,1771,view,23/09/2025
29333,3189,232,view,16/08/2024
56660,2209,1837,view,20/04/2025
51672,4948,411,purchase,7/03/2025
36969,2410,1551,view,17/04/2024
70895,9064,1511,view,14/11/2024
72756,6430,1035,view,12/11/2024
4456,3184,1802,view,28/07/2025
63334,1546,350,view,21/06/2025
79013,1959,447,view,15/04/2024
60205,3118,349,cart,15/04/2024
75855,9865,1365,cart,22/10/2025
52121,5578,762,wishlist,6/02/2024
9151,9051,1987,purchase,9/01/2024
17967,1161,1643,view,6/10/2024
37977,2331,1245,view,29/09/2025
74568,3516,1566,view,1/11/2025
17278,3789,1022,wishlist,3/08/2025
21520,2444,1580,view,5/05/2024
25918,1198,1208,view,19/02/2025
26470,8455,1600,view,24/08/2025
38169,6494,1832,view,2/06/2025
43300,7799,1179,view,4/09/2024
56188,3256,1455,view,2/07/2024
59001,6940,712,view,16/08/2024
21322,9298,474,wishlist,12/08/2025
41622,9483,1732,wishlist,24/07/2025
60150,5624,1827,wishlist,8/01/2024
4663,6236,240,view,4/03/2025
11501,3375,803,view,18/07/2025
18527,4505,501,view,27/04/2025
60578,583,96,view,23/09/2025
63715,8309,409,view,16/07/2024
23169,2002,1477,cart,4/06/2024
33995,4534,457,cart,10/10/2024
33147,5258,591,wishlist,27/03/2025
52500,7031,480,wishlist,26/06/2025
13923,3699,1964,cart,21/03/2024
48456,9857,683,cart,16/11/2024
4398,5860,1852,view,22/04/2025
28958,1262,1383,view,1/02/2024
46693,2190,1304,view,26/12/2024
15846,1847,1877,view,16/02/2024
25859,8453,437,view,25/01/2025
36126,2358,946,view,4/09/2025
36245,703,1432,view,12/09/2024
44923,8793,650,view,24/04/2024
46183,2892,1083,view,25/09/2024
58830,826,1454,view,20/03/2025
10578,92,1138,view,25/02/2024
36163,172,1945,view,25/03/2025
40886,7115,1843,view,2/01/2025
44657,1784,1604,view,16/12/2024
29842,9447,1675,cart,23/07/2024
66350,7512,379,purchase,29/05/2025
51054,3233,441,view,6/01/2025
31603,7366,1861,view,1/03/2024
67951,5241,988,cart,4/01/2025
67705,9081,852,wishlist,25/06/2025
8356,9167,877,view,16/01/2024
9095,163,554,view,8/09/2024
22870,9631,243,view,28/11/2024
43876,60,873,view,23/05/2025
66108,1031,1976,view,18/05/2024
74791,7712,704,view,8/07/2024
10304,5679,989,view,24/04/2024
35090,6098,111,view,3/11/2025
40881,7504,1069,view,18/09/2024
62277,5266,18,view,14/01/2024
60559,9043,1756,wishlist,1/04/2025
46373,713,1314,view,13/02/2024
35594,1416,451,wishlist,18/08/2025
8660,6400,1039,view,8/08/2025
23226,4444,1185,view,21/07/2024
67484,5304,1731,view,6/09/2024
9449,5696,1261,wishlist,5/04/2024
29190,5503,1417,purchase,15/02/2025
50361,7653,1281,view,5/05/2025
59182,572,715,view,7/02/2025
71760,9538,1610,view,26/06/2025
6597,719,1904,cart,22/06/2025
7460,7984,1879,cart,19/04/2025
5515,6944,1688,view,10/08/2024
31327,8750,1984,view,6/03/2025
37480,1889,549,view,29/09/2025
39283,3899,1961,view,13/09/2025
55789,6435,567,view,13/06/2024
75863,9221,348,view,2/05/2024
1132,9387,1315,view,22/12/2024
22830,9630,1310,view,23/05/2025
37715,3259,1153,view,5/05/2025
59107,7388,1919,view,7/08/2025
31904,3946,825,wishlist,10/04/2025
855,6150,1393,view,22/05/2025
38439,3907,1472,view,26/04/2025
53997,6827,1141,view,4/06/2025
61061,7875,716,view,7/08/2025
74892,7331,1932,view,14/11/2025
58440,5754,1606,cart,10/01/2024
55616,7135,1579,view,2/03/2025
68366,5578,975,view,1/02/2025
68368,4812,1331,view,8/04/2024
20961,1042,1803,wishlist,9/12/2024
38854,4808,751,wishlist,8/01/2024
66702,2124,308,view,11/09/2025
24641,9913,1475,cart,11/01/2025
20164,5952,1907,wishlist,23/07/2024
32421,8647,481,view,1/06/2025
65727,4762,107,view,13/11/2025
78149,9558,488,view,8/12/2024
78694,4587,1134,view,19/09/2025
30853,1690,1598,cart,30/09/2025
26301,1099,1032,wishlist,14/10/2025
42723,1394,335,view,16/06/2025
48325,6447,81,view,8/09/2025
56719,8609,214,cart,1/07/2025
5503,1648,1135,wishlist,24/11/2024
33119,7649,575,view,18/03/2024
33211,7802,1269,view,10/01/2024
37366,4607,53,view,5/04/2024
45849,3267,1072,view,29/05/2025
77329,1113,1795,view,23/09/2024
46817,2666,275,cart,8/03/2024
13755,1578,743,wishlist,21/05/2025
36795,9909,1272,wishlist,18/06/2025
60154,2916,901,purchase,1/11/2025
2334,384,1400,view,25/05/2025
25377,5204,1372,view,5/03/2024
38309,9279,259,view,17/05/2025
42934,7914,227,view,10/09/2025
46348,8210,151,view,21/07/2025
51622,2055,286,view,16/06/2025
70109,2550,1557,view,1/03/2025
70986,6297,189,view,6/06/2025
17096,468,270,wishlist,19/01/2025
2506,9587,1193,view,31/03/2024
13115,4889,1364,view,9/01/2025
18650,4378,1767,view,10/03/2024
29097,3621,1936,view,9/08/2024
61549,8447,285,view,19/10/2025
62479,7509,456,view,6/03/2025
32670,8570,239,wishlist,22/03/2024
3114,855,721,view,23/09/2024
20137,5731,1117,view,2/03/2025
23160,8340,1627,view,14/11/2025
41633,2644,217,view,8/10/2024
79489,2892,119,view,14/05/2025
9191,9228,1591,cart,14/04/2024
38000,8530,1773,cart,6/11/2024
31434,8184,631,view,2/02/2025
72466,51,211,view,22/05/2025
25294,1712,5,cart,16/02/2025
59588,9002,996,cart,2/06/2025
57283,3309,187,wishlist,20/09/2024
70662,4467,1833,view,28/08/2024
5928,1440,1150,view,22/06/2024
15294,9691,1544,view,3/11/2024
25001,4248,1595,view,25/06/2025
53211,2471,663,view,24/02/2025
76108,1135,1950,view,10/05/2024
56445,2400,1270,cart,9/04/2025
12054,7754,1356,wishlist,18/10/2025
5696,1956,806,view,8/07/2025
21193,5293,390,view,14/10/2024
54542,878,287,view,4/07/2025
56160,902,1338,cart,18/02/2024
388,5061,39,wishlist,30/08/2024
15266,4521,1069,view,4/08/2024
44589,7303,242,view,5/05/2025
44850,3817,1991,view,28/01/2025
64273,4943,778,view,9/08/2024
72067,9779,1680,view,7/06/2024
78160,1974,528,view,16/10/2024
45946,4832,319,cart,28/03/2025
63208,6781,729,cart,24/06/2025
46490,6578,1209,purchase,12/08/2024
713,182,282,view,9/06/2025
12025,2393,714,view,22/04/2024
18919,581,1110,view,13/12/2024
37363,4808,89,view,3/05/2024
39430,235,1825,view,5/02/2025
44106,9055,569,view,8/10/2024
49828,3937,1826,view,6/08/2024
57822,1804,1758,view,29/05/2024
63941,528,905,view,15/01/2024
10754,4780,481,cart,7/05/2024
5077,9172,205,view,30/03/2025
41246,9895,1217,view,29/10/2025
49478,5162,117,view,10/09/2024
60599,1819,216,view,28/07/2024
3716,968,18,cart,22/10/2025
1905,6412,755,view,3/10/2025
13751,1039,386,view,30/10/2025
57580,875,373,view,22/09/2024
65636,5319,15,view,8/07/2024
6021,3315,198,cart,10/06/2025
74915,9805,1691,wishlist,25/02/2024
78544,8217,627,view,30/08/2024
35970,3519,1100,view,4/06/2025
39032,9103,946,view,18/11/2024
48317,9572,571,view,21/05/2025
79434,1967,458,view,25/06/2024
26029,2541,1720,cart,26/03/2025
45393,6396,263,wishlist,22/07/2024
26668,1224,516,view,31/03/2025
68098,9746,1404,cart,27/03/2025
48186,525,273,view,6/05/2024
61132,623,46,view,11/05/2024
36697,3977,1504,cart,2/02/2024
37346,1703,1517,cart,28/08/2024
49707,6501,544,purchase,19/05/2025
56135,8318,728,view,7/07/2025
56917,8805,1319,view,31/10/2025
74856,5092,1090,view,8/11/2024
3521,6357,895,cart,8/09/2024
6339,3799,831,view,22/10/2024
16226,4401,1522,view,8/10/2024
22046,6167,78,view,27/07/2025
45714,4204,289,view,23/05/2024
54053,4538,1801,view,21/11/2024
57638,8713,691,view,5/04/2024
32091,4449,229,view,9/10/2024
74606,2982,794,view,7/04/2025
9816,5607,1060,view,12/04/2024
38331,1285,1293,view,11/10/2025
42728,3576,702,view,12/09/2025
34362,7428,1095,cart,25/05/2025
45753,4765,1220,wishlist,30/03/2025
59129,9609,434,purchase,13/11/2024
36674,4112,1039,view,26/02/2025
54120,951,466,view,13/02/2025
32278,9696,103,cart,4/10/2024
2845,327,1473,view,1/08/2025
3498,3346,1717,view,10/05/2025
5313,518,1328,view,6/02/2025
36414,4343,531,view,5/10/2024
54074,573,593,view,15/03/2024
12489,7465,1121,view,5/02/2025
15938,3787,577,view,14/07/2025
27917,7369,64,view,25/01/2025
31205,331,1905,view,1/06/2024
43147,3815,1095,view,27/09/2025
54860,456,588,view,20/10/2024
36752,8797,323,wishlist,28/02/2024
14925,5739,1250,view,5/07/2025
24430,2477,611,view,13/11/2024
68463,7670,1095,view,7/08/2025
38062,8022,1283,cart,3/10/2024
60084,6310,1774,cart,20/08/2024
64321,5805,1952,cart,8/08/2024
24686,3534,1803,view,27/01/2024
69452,8813,1489,view,4/11/2025
71322,5337,898,cart,12/09/2024
14913,1830,417,view,18/04/2025
17282,8471,994,view,20/09/2024
21732,3900,320,view,1/07/2024
43776,3875,33,view,27/03/2024
44176,9347,726,view,7/01/2025
9451,8864,1647,cart,28/06/2025
22565,8052,1450,purchase,27/04/2024
46614,8765,1487,view,21/01/2024
54152,1076,1284,view,19/05/2025
79345,5046,9,view,4/02/2025
37487,514,30,cart,6/09/2024
48234,1698,362,cart,4/08/2025
13855,8806,1954,wishlist,30/10/2025
2102,9158,1195,view,12/06/2025
9620,7981,939,view,3/06/2024
10276,5374,46,view,12/02/2024
27061,4392,1212,view,24/07/2024
72891,8700,1319,cart,18/01/2024
28165,4850,1402,view,20/07/2024
56070,6088,1113,cart,14/08/2024
48447,5814,1610,wishlist,11/11/2024
77518,8912,618,wishlist,23/07/2025
35144,947,365,purchase,24/07/2025
5982,5960,1873,view,31/12/2024
11237,9239,1684,view,18/03/2025
28044,452,1522,view,15/09/2025
29582,5180,1387,view,17/02/2025
34296,9730,866,view,19/04/2025
53980,4620,815,view,30/04/2025
62977,5907,1232,view,10/01/2024
1331,312,225,cart,6/02/2025
4048,6741,1860,cart,8/09/2025
50645,6868,383,cart,6/12/2024
2578,7207,1847,wishlist,8/11/2025
1648,8569,1316,view,7/03/2024
14848,7142,1363,view,10/03/2024
26591,8707,1597,view,22/08/2025
53417,3048,1723,view,15/08/2024
55718,1078,1269,view,6/05/2025
51135,8164,791,view,21/05/2025
63627,6990,787,cart,11/03/2025
19487,1647,1100,wishlist,22/06/2024
57751,8418,1607,view,12/04/2024
64170,2296,848,view,30/04/2025
1736,630,1978,cart,7/07/2024
63263,7554,1352,cart,29/03/2024
76223,4568,39,purchase,26/04/2025
31449,5591,812,view,9/02/2025
32392,6084,800,view,13/10/2024
37247,5035,271,view,10/02/2024
71020,7231,1003,view,23/04/2025
74793,9806,166,view,20/04/2024
335,5831,1110,cart,16/07/2024
17526,961,1642,view,26/02/2025
28862,2570,44,view,14/06/2024
60964,8442,43,wishlist,16/11/2024
58778,807,804,purchase,19/10/2024
13515,9341,835,view,1/09/2025
61084,6833,739,view,14/01/2024
67739,9514,1573,view,22/09/2025
23322,5664,1473,cart,18/10/2025
15407,7623,569,view,8/02/2025
23463,7290,501,view,27/07/2024
24513,737,1541,view,10/08/2024
29006,8011,1893,view,10/01/2025
79183,9730,866,view,6/12/2024
30115,1582,402,wishlist,15/01/2025
25949,7594,362,purchase,17/05/2025
27081,1231,920,view,7/11/2025
32428,3414,1391,view,11/10/2025
61759,4870,1138,view,22/01/2025
60343,4348,17,wishlist,26/02/2025
26747,1710,967,view,19/03/2024
44902,4002,1825,view,18/03/2024
54486,1473,304,view,10/09/2025
44621,6990,1597,cart,23/08/2025
71156,7007,321,wishlist,20/07/2025
29577,4795,889,view,22/07/2025
53408,4834,474,view,8/12/2024
63158,6547,1896,view,7/12/2024
20987,6741,1776,view,4/08/2024
22286,6124,521,view,20/07/2024
30039,4331,700,view,17/03/2024
